Name,Category,Tourist_Level,Price_Range,Numerical_Price,Best_Season,Vibe,Description,Rating,VibeDescription,Suburb,place_id,image_url,Safety_Level
Zeitz MOCAA,Culture,7,RR,R250,All Year,"['Modern', 'Grand', 'Artistic']",Explore nine floors of contemporary African art in a repurposed historic grain silo.,4.4,"Warm, electric reverie swirls around you, inviting fearless curiosity and velvet horizons of color.",V&A Waterfront,ChIJ3dD0bFlnzB0RGBEddr2FeY8,/images/venues/zeitz-mocaa-d0b1.jpg,normal
Franschhoek Wine Tram,Activity,7,RR,R300+,Summer,"['Scenic', 'Social', 'Relaxed']",A hop-on hop-off tram traveling through various historic wine estates in the valley.,4.6,"Sunlit whispers accompany easy smiles, and a warm, mingling breeze invites joyful wandering.",Franschhoek,ChIJZbjfvPS8zR0RSkk22Wwx8MQ,/images/venues/franschhoek-wine-tram-4439.jpg,normal
Scratch Patch,Activity,7,R,R35 - R160,All Year,"['Calming', 'Playful', 'Unique']","A fun ""cave"" where you can scramble for semi-precious gemstones.",4.5,"Warm, twinkling hush invites curious hearts to linger in cozy wonder.",Simon's Town,ChIJAYOill8VzB0RIa2RoA1RNE4,/images/venues/scratch-patch-771a.jpg,normal
Stardust Theatrical Dining,Culture,7,RR,R435-R590,All Year,"['Energetic', 'Musical', 'Entertaining']","A unique ""dinner-and-a-show"" experience where the waitstaff are professionally trained performers taking the stage between courses.",4.7,"Warm, electric glow wraps you in a playful spell, where laughter hums and music lingers in the air.",Woodstock,ChIJc6IAMYRdzB0R9yLw41HjQtM,/images/venues/stardust-theatrical-dining-c3de.jpg,caution
Clay Café,Activity,7,RR,R45,All Year,"['Creative', 'Family', 'Social']",Choose from over 180 items to paint while enjoying food and creative vibes.,4.6,"Warmth and creative hums wrap you in laughter and shared moments, sparkling with friendly energy.",Hout Bay,ChIJyZ-60PdozB0R5_20CRb7X60,/images/venues/clay-caf-1cf6.jpg,normal
Origin Coffee Roasting,Drink,7,RR,R45+,All Year,"['Industrial', 'Artisanal', 'Educational']","A pioneer in Cape Town’s craft coffee scene, offering diverse bean varieties and an onsite barista school.",4.5,"Warm, pulsing hush cradles you in a sun-warmed glow, inviting slow, lingering delight.",De Waterkant,ChIJsf7bhfhp1h0RXcxh-mAfb_0,/images/venues/origin-coffee-roasting-74d9.jpg,normal
Gold Restaurant,Food,7,RRR,R450-R600,All Year,"['Vibrant', 'Cultural', 'Sensory']",A 14-dish African feast accompanied by Malian puppets and traditional drumming.,4.5,"Warmth hums around you, inviting minds to linger in a glow of joyful, unspoken welcome.",Green Point,ChIJ7Rdn5mZnzB0RyOHHPQvv-1Q,/images/venues/gold-restaurant-81e5.jpg,normal
Castle of Good Hope,Culture,7,R,R50,All Year,"['Historic', 'Military', 'colonial']","Explore South Africa’s oldest colonial building, featuring military museums and ceremonial cannon firing.",4.3,"Amber hush, warm and inviting, drapes you in time’s glow as history sighs and invites you in.",Cape Town City Centre,ChIJwUYG_oddzB0RZYGNwMhCuy0,/images/venues/castle-of-good-hope-842c.jpg,normal
Kalky’s Fish & Chips,Food,7,RR,R50 - R150,All Year,"['Local', 'Casual', 'Coastal']",A local rite of passage in Kalk Bay serving fresh seafood with sea breezes.,4.2,"Salt-kissed air, sun-soaked warmth, and a buzzing welcome that makes every moment feel deliciously alive.",Hout Bay,ChIJ8SkpLY1BzB0RMPl2PmlbuTg,/images/venues/kalky-s-fish-chips-9f0f.jpg,normal
Slave Lodge,Culture,7,R,R50 - R80,All Year,"['History', 'Sombre', 'Educational']",Explores the legacy of slavery at the Cape within one of the city's oldest buildings.,4.5,Warm hush of memory inviting you to linger and listen.,Cape Town City Centre,ChIJv3trkmRnzB0RnqgKLSzSOEE,/images/venues/slave-lodge-0021.jpg,normal
South African Museum,Culture,7,R,R50 - R80,All Year,"['Natural', 'Historic', 'Family']","Features 1.5 million items including fossils, ancient insects, and stone tools dating back millennia.",4.3,"Warm hush of wonder wraps you, inviting curious souls to wander through time together.",Gardens,ChIJ523J8npnzB0Rfvs7MyenlN8,/images/venues/south-african-museum-a6f2.jpg,normal
SA National Gallery,Culture,7,R,R50 - R80,All Year,"['Artistic', 'Serene', 'Reflective']","Premier public art museum housing Dutch, European, and contemporary South African masterpieces.",4.4,"Velvet hush of color and light wraps you in timeless, intimate reverie.",Gardens,ChIJ1_aClHpnzB0RgC7vAuZ7a7c,/images/venues/sa-national-gallery-b61d.jpg,normal
District Six Museum,Culture,7,R,R60,All Year,"['Sombre', 'Educational', 'History']",A personal memorial to a multi-racial community destroyed during the Apartheid regime.,4.4,"Warm, stirring hush breathes courage and connection, inviting you to listen, feel, and remember.",District Six,ChIJXdpUhHtnzB0RI8TYhHL5028,/images/venues/district-six-museum-74b4.jpg,caution
Polkadraai Farm,Nature,7,R,R60 - R175,Summer,"['Fruity', 'Family', 'Fun']",Pick your own juicy strawberries from September to January in the Stellenbosch heartland.,4.4,"Sun-warmed air, soft laughter, and a cozy, carefree glow that lingers long after goodbye.",Stellenbosch,ChIJv9T5mLBNzB0RvNoD00-6NVs,/images/venues/polkadraai-farm-93dc.jpg,normal
Nikkei,Food,7,RRR,R600-R1000,All Year,"['Fusion', 'Upscale', 'Modern']",High-class Japanese-Peruvian fusion restaurant on Bree Street.,4.6,"Warm, electric hush wraps you in velvet glow, inviting a bold, unforgettable night to unfold.",Cape Town City Centre,ChIJrf6RSQBnzB0RnzFHz-szrKc,/images/venues/nikkei-9e96.jpg,normal
Pot Luck Club,Food,7,RRR,R600+,All Year,"['Industrial', 'Tapas', 'Chic']",A top-tier tapas-style restaurant offering creative small plates and stunning city views.,4.6,"Warm, magnetic hum of possibility; velvet lights invite every heartbeat to linger.",Woodstock,ChIJYxj8tKZdzB0R2_H65PgjFV4,/images/venues/pot-luck-club-9b61.jpg,caution
Constantia Glen,Drink,7,R,R65 - R150,All Year,"['Boutique', 'Scenic', 'Chill']",A boutique vineyard producing premium cool-climate wines with breathtaking views of the Constantia Valley.,4.2,"Soft gold glow, easy laughter, and a slow heartbeat of contentment.",Constantia,ChIJfwZiGDBozB0Rmg_VDy8iilk,/images/venues/constantia-glen-ca61.jpg,normal
Constantia Zipline,Activity,7,RRR,R650,All Year,"['Adventurous', 'Scenic', 'High-altitude']",Fly across 12 platforms reaching 155 meters high above the historic Constantia winelands.,4.7,"Warmth blooms beneath a fearless sky, where laughter rides a sunlit breeze and the heart climbs.",Constantia,ChIJIX-ackdozB0RBV5s3eh9hPc,/images/venues/constantia-zipline-05b9.jpg,normal
Bo-Kaap Cooking Class,Culture,7,RRR,R700,All Year,"['Authentic', 'Interactive', 'Spicy']",Learn the secrets of traditional Cape Malay cuisine in a local family kitchen.,4.8,"Warmth hums around you, a sunlit, intimate welcome that glows with spice, laughter, and invitation.",Bo-Kaap,ChIJW7yML2ZnzB0RW9yUae7GC58,/images/venues/bo-kaap-cooking-class-1b87.jpg,caution
Nice to Matcha,Drink,7,R,R80,All Year,"['Ceremonial-grade', 'Trendy', 'It-spot']",A specialized matcha bar in Sea Point serving ceremonial-grade drinks in flavors like sea salt and vanilla bean.,4.9,"Velvet warmth wraps you in a sunlit hush, inviting lingering breaths and a heartbeat-soft, endlessly welcoming buzz.",Sea Point,ChIJmbgSf2JnzB0RlD0dc3b7gnc,/images/venues/nice-to-matcha-ebd6.jpg,normal
De Grendel,Food,9,RRR,R400-R800,All Year,"['Fine Dining', 'Views', 'Wine']",Sophisticated estate offering fine dining with spectacular Table Mountain views.,4.7,"Warm amber murmurs kiss the evening as velvet comfort invites lingering, breath-soft, all-enveloping.",Durbanville,ChIJwdkk5G1ZzB0R_SUVWJpSb6Y,/images/venues/de-grendel-cb41.jpg,normal
Cool Runnings,Activity,7,R,R85 - R225,All Year,"['Adrenaline', 'Family', 'Fun']","Africa’s first downhill toboggan track featuring twists, turns, and 17 corners.",4.6,"Warm, sunlit energy crackles with laughter and a fearless, joyful rush.",Tygervalley,ChIJUWybPLtQzB0RnW2g9TZm59A,/images/venues/cool-runnings-5924.jpg,normal
Lion's Head Hike,Nature,8,Free,Free,All Year,"['Adventurous', 'Panoramic', 'Active']",A 90-minute moderate climb featuring 360-degree views of the city and Table Mountain.,4.8,"Wind-kissed warmth wraps you in a hush of endless possibility and inviting, awe-filled wonder.",Signal Hill,ChIJ3c0kTQRnzB0RHyTnI5OYSd4,/images/venues/lions-head-hike-4c30.jpg,normal
Skeleton Gorge,Nature,8,Free,Free,All Year,"['Lush', 'Strenuous', 'Surprising']","Ascend through forest to find a ""beach"" at the Hely-Hutchinson reservoir atop Table Mountain. Entry through Kirstenbosch Gardens",4.8,"Emerald hush, sun-warmed courage, and a heartbeat that invites you to lean into the magic.",Newlands,ChIJzWyjsDtpzB0RL2JJsx0TDR8,/images/venues/skeleton-gorge-32c8.jpg,normal
Signal Hill,Nature,8,Free,Free,Summer,"['Sunset', 'Picnic', 'Views']",A popular spot for sunset picnics offering killer 360-degree views of the city.,4.7,"Warm, pulse-quickening hush blooms as golden air and distant horizons invite you to linger.",Signal Hill,ChIJxW6bWT5nzB0R9BN9WSyJps4,/images/venues/signal-hill-9cca.jpg,normal
Windmill Beach,Nature,3,Free,Free,Summer,"['Serene', 'Sheltered', 'Dreamy']","Tucked behind a golf course, this boulder-sheltered beach offers safe swimming and frequent penguin visitors.",4.7,"Golden, sun-warmed hush wraps you in a gentle breeze and invites you to linger.",Simon's Town,ChIJnUT8GkY-zB0RVfPFH7ft7jE,/images/venues/windmill-beach-893f.jpg,normal
The Company’s Garden,Nature,8,RR,Free,All Year,"['Historic', 'Peaceful', 'Central']","South Africa’s oldest park, featuring historic statues, a rose garden, and tame squirrels.",4.3,"Sunlit hush invites you to linger in a warm, leafy embrace.",Cape Town City Centre,ChIJIxTTSGVnzB0RJpaYKQENSAQ,/images/venues/the-company-s-garden-7e3d.jpg,normal
Neighbourgoods Market,Food,8,Free,Free Entry,All Year,"['Hipster', 'Social', 'Artisanal']","A weekend gathering of local artisans, designers, and foodies at the Old Biscuit Mill.",4.6,"Sun-warmed hum, a pulse of craft and chatter inviting you into a warm, luminous crowd.",Woodstock,ChIJac4xtKZdzB0RL0YLY5wsnyE,/images/venues/neighbourgoods-market-bd38.jpg,caution
Old Biscuit Mill,Food,8,Free,Free Entry,All Year,"['Artisan', 'Trendy', 'Culinary']",A creative hub in Woodstock hosting the city's most popular artisan food markets.,4.4,"Radiant warmth hums with creative energy, inviting you to linger in a glow that feels like home.",Woodstock,ChIJO2B5S6FdzB0Rbd4-rt7tKTI,/images/venues/old-biscuit-mill-df61.jpg,caution
Helicopter Tour,Activity,8,RRR,"From R2,420",All Year,"['Aerial', 'Thrilling', 'Posh']",Scenic flights over the Peninsula offering unparalleled views of Table Mountain.,4.7,"Gilded wind sweeps you into a velvet sky, where fearless wonder glows with luxury.",V&A Waterfront,ChIJN4QZT1ZnzB0Rq1OQmhhKoFc,/images/venues/helicopter-tour-231d.jpg,normal
MOJO Market,Food,8,RR,R100-R300,All Year,"['Bustling', 'Lively', 'Social']","A Sea Point indoor market open 365 days a year with food stalls, live music, and bars.",4.5,"Warm, electric energy wraps you in a sun-kissed rush, where strangers become friends in a lively, inviting chorus.",Sea Point,ChIJETLciCFnzB0RH1qo-JSNf38,/images/venues/mojo-market-e3c0.jpg,normal
Bay Harbour Market,Culture,8,R,R100+,Summer,"['Rustic', 'Lively', 'Social']","A vibrant Hout Bay weekend market featuring live music, local crafts, and diverse street food stalls.",4.4,"Warm, electric hum, a glow of laughter and easy chatter inviting bold, carefree connection.",Hout Bay,ChIJATyxYDhpzB0RSc_BKFnHZJQ,/images/venues/bay-harbour-market-cdc1.jpg,normal
Belly of the Beast,Food,8,RRR,R1000+,All Year,"['Intimate', 'Masterful', 'Seasonal']",An intimate 24-seater nose-to-tail eatery serving a monthly-changing set menu using seasonal ingredients.,4.8,"Cozy, electric hush cradles the room, inviting you to linger in warm, fearless curiosity.",Cape Town City Centre,ChIJVWO4oURnzB0RNaPCKWYBfZE,/images/venues/belly-of-the-beast-4ca0.jpg,normal
Salon,Food,8,RRR,R1200+,All Year,"['Experimental', 'Intimate', 'Creative']",An experimental fine-dining laboratory by Luke Dale Roberts exploring global flavors through a South African lens.,4.7,"Velvet warmth hums with daring energy, inviting you to linger where curiosity and comfort intertwine.",Woodstock,ChIJb5PvqXddzB0RI_U6Spqjbew,/images/venues/salon-5fdc.jpg,caution
Groot Constantia,Drink,8,R,R145 - R155,All Year,"['Historic', 'Scenic', 'Elegant']","South Africa’s oldest wine-producing estate, famous for its historic Grand Constance dessert wine.",4.4,"Timeless warmth and velvet hush wrap you in inviting ease, a heartbeat you never want to leave.",Constantia,ChIJEXoUs9ppzB0RzHENeddpBUY,/images/venues/groot-constantia-ebe2.jpg,normal
The Cape Wheel,Activity,8,RR,R175 - R250,All Year,"['Family-friendly', 'Romantic', 'Easy']",A giant observation wheel offering elevated views of the city and Table Mountain.,4.5,"Warmth and buoyant glow lift the heart into a soft, hopeful hush.",V&A Waterfront,ChIJeWUZ4F1nzB0RFcD_RkR-5Uw,/images/venues/the-cape-wheel-db5d.jpg,normal
PRIMI Waterfront,Food,8,RR,R200-R350,All Year,"['Italian', 'Family', 'View']",Casual urban-themed restaurant with great views of Granger Bay.,4.2,"Warm, electric glow and a whisper of laughter invite you to linger in the moment.",V&A Waterfront,ChIJX0LahFBnzB0R4vTeumjSGzM,/images/venues/primi-waterfront-b1ca.jpg,normal
Bo-Kaap Museum,Culture,8,R,R50 - R80,All Year,"['Colorful', 'Cultural', 'Historic']",Discover Islamic heritage and local history inside one of Bo-Kaap's oldest 1760s homes.,4.3,"Warm, sun-kissed whispers wrap you in a lively, intimate glow of stories and welcome.",Bo-Kaap,ChIJjSQp42VnzB0R6WYFH3MPXjk,/images/venues/bo-kaap-museum-cb70.jpg,caution
Mount Nelson Tea,Food,8,RRR,R595,All Year,"['Iconic', 'Fancy', 'Lavish']",A lavish afternoon tea experience featuring finger sandwiches and bubbly in a pink hotel.,4.7,"Opulent warmth hums through soft light and velvet whispers, inviting you to linger in glow and grace.",Gardens,ChIJC60FHHFnzB0Ri_0XNP-SarQ,/images/venues/mount-nelson-tea-0cce.jpg,normal
Jason Bakery,Food,8,RR,R68-R150,All Year,"['Artisanal', 'Hipster', 'Bustling']","Famous for sourdough loaves, ""doughssants,"" and gourmet pies, this is a cornerstone of Bree Street culture.",4.5,"Warm, electric hum wraps you, inviting every passerby into a cozy, craving-filled glow.",Green Point,ChIJkQCIw0VnzB0RLx7D5DZ0qSk,/images/venues/jason-bakery-b94b.jpg,normal
Kleinsky’s Deli,Food,8,RR,R80-R150,All Year,"['Jewish-deli', 'Bagels', 'Authentic']","A traditional New York-style deli famous for hand-rolled, slow-fermented bagels and unique potato latke eggs Benedict.",4.6,"Warmth hums through brick and laughter, a cozy, welcoming pulse that lingers in the air.",Sea Point,ChIJj0uA9B9nzB0RB485uQxbZqk,/images/venues/kleinsky-s-deli-a568.jpg,normal
Bombay Brasserie,Food,8,RRR,R800,All Year,"['Opulent', 'Refined', 'Indian']",Fine-dining inside the Taj Hotel featuring refined takes on authentic Indian classics.,4.4,"Velvet warmth and a gold-lit hush wrap you in a magnetic, intimate glow.",Cape Town City Centre,ChIJJ8P4EHBnzB0RrppwYfLHfFU,/images/venues/bombay-brasserie-8a9d.jpg,normal
West Coast National Park,Nature,8,R,R82-R144,All Year,"['Pristine', 'Wild', 'Turquoise']","Stunning park featuring Kraalbaai Beach’s warm, shallow waters and incredible seasonal flower displays.",4.6,"Wind-swept hush, a warm, daring pulse nudges you to breathe deeper and linger.",Langebaan,ChIJe8wXSWOszB0RMmQjJxBHs60,/images/venues/west-coast-national-park-2906.jpg,normal
Sea Point Promenade,Activity,5,Free,Free,All Year,"['Social', 'Breezy', 'Sunset']","A 5km coastal walkway perfect for sunset chasing, cycling, and people-watching.",,"Sun-warmed breeze hums with laughter and gold-light promises, inviting carefree strolls into velvet evenings.",Sea Point,Ej1TZWEgUG9pbnQgUHJvbWVuYWRlLCBTZWEgUG9pbnQsIENhcGUgVG93biwgODAwNSwgU291dGggQWZyaWNhIi4qLAoUChIJPbtn3yRnzB0RlkvEzyY2FMsSFAoSCZfrCbkjZ8wdEQgpmEJlaE3b,/images/venues/sea-point-promenade-493f.jpg,normal
Clifton 4th Beach,Nature,9,Free,Free,Summer,"['Romantic', 'Coastal', 'Pristine']","World-renowned white-sand beach favored for its sheltered cove and ""seeing and being seen"".",4.6,"Sun-warmed hush, electric with quiet anticipation, invites you to linger.",Clifton,ChIJPxrnppNnzB0Rkx2NI1xvYcw,/images/venues/clifton-4th-beach-e931.jpg,normal
First Thursdays,Activity,9,Free,Free,All Year,"['Artistic', 'Social', 'Evening']",A monthly cultural event where city galleries and eateries stay open late for an urban art walk.,4.7,"Velvet night hums with warm energy, inviting easy laughter, glow, and lingering, artful connection.",Cape Town City Centre,ChIJ0QUCpW9nzB0RH4j6hoSeSCY,/images/venues/first-thursdays-cb79.jpg,normal
Cape Point,Nature,9,R,R110 - R515,Summer/Spring,"['Wild', 'Coastal', 'Dramatic']","Discover rugged cliffs, lighthouses, and diverse wildlife at the southwestern-most tip of Africa.",4.7,"Salt-swept magic lifts the heart, a wild glow that invites brave, tender wonder.",Cape Peninsula,ChIJE0s3aKAjzB0RoQR4Kt3wSug,/images/venues/cape-point-52fe.jpg,normal
Salsify at The Roundhouse,Food,9,RRR,R1785,All Year,"['Sophisticated', 'Sunset', 'Historical']",Fine dining set in a historic 17th-century hunting lodge with breathtaking views over Camps Bay.,4.6,"Candlelit hush, velvet warmth, and a lingering glow invite your heart to drift into timeless ease.",Camps Bay,ChIJL5QxrbpnzB0REZTW-bJD0qA,/images/venues/salsify-at-the-roundhouse-5321.jpg,normal
Pier,Food,9,RRR,R1800+,All Year,"['Elegant', 'Maritime', 'Theatrical']","High-end seaside fine dining at the Waterfront specializing in intricate, ocean-inspired tasting menus.",4.8,"Warm coppery glow, sea-salt whispers, and a curtain of velvet night inviting you to linger.",V&A Waterfront,ChIJtYNwJi8NlR4RyvM6ba_WU_U,/images/venues/pier-0c76.jpg,normal
Two Oceans Aquarium,Activity,9,RR,R200 - R265,All Year,"['Family', 'Marine', 'Educational']",An underwater wonderland showcasing diverse marine life from the Atlantic and Indian Oceans.,4.6,A velvet hum of wonder wraps you in sunlit warmth and irresistible curiosity.,V&A Waterfront,ChIJfeaqwlpnzB0Rl2i0iRvp6SI,/images/venues/two-oceans-aquarium-adda.jpg,normal
FYN,Food,9,RRR,R2175,All Year,"['Japanese-Fusion', 'Industrial', 'Sophisticated']",A world-class kaiseki-style experience blending Japanese techniques with local South African ingredients.,4.7,"Warm, electric hush invites lingering, where every moment feels exquisitely intimate.",Cape Town City Centre,ChIJJXjP9dFnzB0RKRtezQrweYM,/images/venues/fyn-b26b.jpg,normal
Kloof Street House,Food,9,RRR,R250-R375,All Year,"['Romantic', 'Victorian', 'Atmospheric']","Housed in a lush Victorian building, this spot features fairy-lit gardens and a glamorous brasserie-style menu.",4.4,"Candlelit warmth, velvet hush, and a glow that makes time linger.",Gardens,ChIJ_Tc00XFnzB0R1TIppn46x4I,/images/venues/kloof-street-house-9e49.jpg,normal
Boulders Beach,Nature,9,R,R26-R245,Summer,"['Playful', 'Unique', 'Wildlife']",Get up close with African penguins in their natural habitat at this protected cove.,4.6,"Golden light, gentle hush, and a pulse of wonder that lingers in the breeze.",Simon's Town,ChIJKeByCDY-zB0RECn0gAHgvHw,/images/venues/boulders-beach-cf21.jpg,normal
Shark Cage Diving,Activity,9,RRR,"R3,355",All Year,"['Conservation', 'Intense', 'Marine']",Meet bronze whaler sharks face-to-face in the waters off Gansbaai or Simon’s Town.,4.8,"Electric salt air crackles with fearless awe and wild, inviting freedom.",Simon's Town,ChIJI6GiudQ_zB0Rw2sqOvRokLc,/images/venues/shark-cage-diving-25d5.jpg,normal
Skydiving,Activity,9,RRR,"R3,450",Summer,"['Extreme', 'Aerial', 'Adrenaline']","Experience a 9,000ft tandem jump with views of the entire Cape Peninsula.",4.7,"Warm air floods the chest with electric bravery, inviting your spirit to rise and breathe the sky.",Melkbosstrand,ChIJW533DIvyzB0Rcj2r87YXMPk,/images/venues/skydiving-2246.jpg,normal
Harbour House,Food,9,RRR,R400+,All Year,"['Coastal', 'Elegant', 'Scenic']",Upscale seafood dining with floor-to-ceiling windows providing panoramic views of the crashing Kalk Bay waves.,4.4,"Warm amber glow, a velvet hush, and a welcoming pulse that invites you to linger.",Kalk Bay,ChIJHWikDhRAzB0RyOvryzibbV8,/images/venues/harbour-house-96a0.jpg,normal
Truth Coffee Roasting,Drink,9,RR,R55,All Year,"['Steampunk', 'Iconic', 'Artisanal']",This internationally acclaimed steampunk-themed roastery serves premium single-origin coffee in a converted warehouse.,4.5,"Coppery steam swirls in a warm, velvet glow, inviting you to linger and savor the moment.",Cape Town City Centre,ChIJk0_6kHxnzB0R9hOYtdW5I_s,/images/venues/truth-coffee-roasting-5881.jpg,normal
Bo-Kaap,Culture,9,Free,Free,All Year,"['Colorful', 'Historic', 'Cultural']",Wander through the bright houses of Signal Hill to explore the city’s rich Cape Malay history.,,"Sun-kissed warmth hums through timeless streets, inviting belonging and bold curiosity.",Bo-Kaap,ChIJLSz2VWhnzB0Rpm9vazg9yw4,/images/venues/bo-kaap-3c3b.jpg,caution
La Colombe,Food,10,RRR,R2395,Summer,"['Fine-Dining', 'Vineyard', 'Forest']",Award-winning French-Asian fusion served in a theatrical forest setting high above the Constantia valley.,4.8,"Velvet dusk wraps the air; warm, electric, inviting, a lingering promise of indulgence.",Constantia Nek,ChIJCWq-g2FCzB0R4RYvykSREW4,/images/venues/la-colombe-c051.jpg,normal
Table Mountain Cableway,Activity,10,RR,R360 - R490,Summer/Spring,"['Iconic', 'Panoramic', 'Scenic']",Ride a rotating cable car for 360-degree views from the city's definitive silhouette.,4.5,"Warmth gathers around, a soft hum of anticipation, and horizons bloom into spellbinding possibility.",Gardens,ChIJTSM82_FnzB0RK5X9oWUjsgc,/images/venues/table-mountain-cableway-7c2f.jpg,normal
Robben Island,Culture,10,RRR,R450-R600,All Year,"['Powerful', 'Historical', 'Somber']",A UNESCO World Heritage site documenting South Africa's struggle for freedom and Nelson Mandela's imprisonment.,4.5,"An ember of resilience glows in the wind, inviting you to breathe boldly into the quiet, charged air.",Robben Island,ChIJX8r0RWWKzB0R5nIoI8y2e5c,/images/venues/robben-island-21b2.jpg,normal
Table Mountain Abseiling,Activity,10,RRR,R940,All Year,"['Extreme', 'Iconic', 'Vertical']",Experience the world's highest commercial abseil by dropping 112 meters off the iconic plateau.,4.6,"Warm, electric hush that makes the heartbeat bloom as the horizon invites you in.",Table Mountain,ChIJ8YY5NAZnzB0ROyT1VozA33s,/images/venues/table-mountain-abseiling-0cb3.jpg,normal
Tranquillity Cracks,Nature,3,Free,Free,All Year,"['Famous', 'Scenic', 'Wild']",A hidden labyrinth of corridors and ancient yellowwood trees,5,"Sun-warmed whispers drift through ancient trunks, inviting a slow, radiant hush to linger.",Oudekraal,ChIJvwdJm9NnzB0Rcxel1qma6aQ,/images/venues/tranquillity-cracks-6c05.jpg,normal
Judas’ Peak,Nature,3,Free,Free,All Year,"['Hiking', 'Views', 'Adventure']",Hout Bay Last of the 12 Apostles with unparalleled Atlantic views,4.5,"Wind hums with untamed warmth, inviting your heart to linger where horizons dare you to dream.",Hout Bay,ChIJx75a32ZpzB0ROu-tFjmdW6s,/images/venues/judas-peak-a9a0.jpg,normal
Kasteelspoort Hiking trail,Nature,6,Free,Free,All Year,"['Peaceful', 'Family', 'Famous']",Home to the famous Diving Board rock and old cableway ruins,4.7,"Sun-warmed hush, a magnetic pull of quiet inviting you to linger in the glow.",Table Mountain,ChIJY2zNNchnzB0RxGkfjjTY1Qk,/images/venues/kasteelspoort-hiking-trail-97ea.jpg,normal
Suther Peak,Nature,2,Free,Free,All Year,"['Famous', 'Scenic', 'Wild']",Rugged wild trail seeing the Sentinel from above,5.0,"Sun-warmed hush wraps you in bold, breath-catching energy, inviting an embrace of wild brightness.",Hout Bay,ChIJBX1skytvzB0RjRSRQv3_pYw,/images/venues/suther-peak-b5d4.jpg,normal
Elephant's Eye Cave,Nature,6,R,Free,All Year,"['Hiking', 'Cave', 'Family']",Family-friendly hike to a massive cave with Silvermine Dam swim,4.7,"Warm hush wraps you in amber light and quiet wonder, inviting your heart to linger.",Silvermine,ChIJy7LVLI5pzB0R1nPWvWfhTf4,/images/venues/elephants-eye-cave-3b82.jpg,normal
Spes bona trail head,Nature,3,Free,Free,All Year,"['Active', 'Family', 'Forest']",Raised wooden boardwalks through shady forest with whale-watching,4.8,"A mossy, sun-kissed hush wraps you in warm, inviting green and gentle, lingering wonder.",Clovelly,ChIJbfDNCz5AzB0Rh4kBMePzPRs,/images/venues/spes-bona-trail-head-4703.jpg,normal
Myburgh's Waterfall Ravine,Nature,4,Free,Free,All Year,"['Hiking', 'Waterfall', 'Nature']",Hout Bay Winter waterfalls or February rare red disa flowers,4.8,"Sun-warmed hush curls softly, inviting every breath into quiet, hopeful wonder.",Hout Bay,ChIJ14iEKYpozB0RKsHl8yafLa0,/images/venues/myburghs-waterfall-ravine-8d6e.jpg,normal
Botmaskop Estate,Nature,2,Free,Free,All Year,"['Scenic', 'Hidden', 'Famous']",Best view in the Winelands overlooking Hellshoogte pass,5.0,"Sun-warmed hush settles around you, inviting a secret, nature-soaked reverie.",Stellenbosch,ChIJ92vQStSzzR0RMJaTRuCG4go,/images/venues/botmaskop-estate-c84f.jpg,normal
Kromrivier and Elandsrivier Hiking Trails Start,Nature,6,Free,Free,All Year,"['Active', 'Family', 'Nature']",Jungle hike with river crossing to spectacular waterfalls,4.6,"Sun-kissed, mossy hush wraps you in brave, carefree laughter and kinship with the wild.",Paarl,ChIJNRW6dg6hzR0RyI8mysloNik,/images/venues/kromrivier-and-elandsrivier-hiking-trail-6f98.jpg,normal
Helderberg West Peak,Nature,5,R,Free,All Year,"['Hiking', 'Views', 'Challenge']",Somerset West Serious climb with unmatched views back to Cape Town,4.9,"Warm, humming golden air wraps you in quiet triumph and sunlit hush.",Somerset West,ChIJS0ARJU20zR0R9k0AzpBpB8s,/images/venues/helderberg-west-peak-315a.jpg,normal
Paradyskloof Waterfall,Nature,3,Free,Free,All Year,"['Famous', 'Tourist', 'Forest']",Magical pine forest and fynbos walk to secluded waterfall,4.5,"Sun-warmed hush, a wind-kissed escape where silence lingers and hearts breathe easy.",Franschhoek,ChIJ299kGDKzzR0R61dVfXaNa38,/images/venues/paradyskloof-waterfall-4128.jpg,normal
Mont Rochelle Nature Reserve,Nature,8,Free,Free,All Year,"['Family', 'Nature', 'Famous']",Mountain conservation area with a number of hiking trails & vistas over the Franschhoek Valley.,4.7,"Warm, sun-lit hush invites gentle awe, breathing in quiet courage and lingering in radiant stillness.",Franschhoek,ChIJS6calXS9zR0RCZMugBMp48E,/images/venues/mont-rochelle-nature-reserve-d477.jpg,normal
Sweet LionHeart,Food,7,R,R100-R200,All Year,"['Scenic', 'Famous']",Salt River's Sweet LionHeart is a Cape Town food venue offering bites.,5,"Sun-warmed glow and a soft, welcoming hum weave a pocket of bright, lingering joy.",Salt River,ChIJOZgqLUBdzB0R5C-ZAgqEsG0,/images/venues/sweet-lionheart-4eb4.jpg,caution
La Petite Colombe,Food,8,RRR,R1200-R2400,All Year,"['Food', 'Scenic', 'Social']",Franschhoek's La Petite Colombe offers seasonal tasting menus and wine pairings.,4.8,"Amber whispers, velvet evenings, and a tender glow that invites lingering, laughter, and shared moments.",Franschhoek,ChIJO3KXjfW8zR0RvCNcg_KzkMw,/images/venues/la-petite-colombe-ec8f.jpg,normal
